N	numinstance	numrun	fitness	budget
100	5	78	4497	7233
100	5	79	4447	6481
100	5	80	4472	7660
100	5	81	4498	6126
100	5	82	4497	7390
100	5	83	4443	5060
100	5	84	4498	6147
100	5	85	4498	6188
100	5	86	4498	6870
100	5	87	4474	7315
100	5	88	4447	6256
100	5	89	4498	5503
100	5	90	4474	6291
100	5	91	4497	6516
100	5	92	4399	5756
100	5	93	4498	7502
100	5	94	4498	7894
100	5	95	4467	6261
100	5	96	4497	6905
100	5	97	4474	6293
100	5	98	4498	7787
100	5	99	4399	5988
100	5	100	4498	6515
100	5	101	4418	6346
100	5	102	4498	8498
100	5	103	4497	6247
100	5	104	4498	5336
100	5	105	4387	6031
100	5	106	4472	6573
100	5	107	4447	8178
100	5	108	4371	6962
100	5	109	4405	5954
100	5	110	4402	6880
100	5	111	4498	5621
100	5	112	4456	6382
100	5	113	4453	6500
100	5	114	4405	6121
100	5	115	4387	6626
100	5	116	4498	7439
100	5	117	4497	6922
100	5	118	4498	7162
100	5	119	4497	7819
100	5	120	4328	6304
100	5	121	4399	7679
100	5	122	4497	6471
100	5	123	4498	7746
100	5	124	4474	4665
100	5	125	4447	6873
100	5	126	4498	6850
100	5	127	4315	6280
100	5	128	4371	7187
100	5	129	4497	6568
100	5	130	4383	6241
100	5	131	4398	5784
100	5	132	4497	6556
100	5	133	4498	7422
100	5	134	4474	6900
100	5	135	4346	7801
100	5	136	4497	7086
100	5	137	4474	6250
100	5	138	4498	7744
100	5	139	4365	5949
100	5	140	4447	6419
100	5	141	4447	6776
100	5	142	4402	6798
100	5	143	4462	6483
100	5	144	4497	6371
100	5	145	4191	6477
100	5	146	4498	8114
100	5	147	4474	5827
100	5	148	4498	8188
100	5	149	4345	5753
100	5	150	4497	5547
100	5	151	4430	6543
100	6	0	5243	7520
100	6	1	5221	6040
100	6	2	5222	6485
100	6	3	5137	6013
100	6	4	5211	6582
100	6	5	5223	7340
100	6	6	5222	6154
100	6	7	5228	7385
