N	numinstance	numrun	fitness	budget	comment
100	7	83	4967	9726	numrun=seed
100	7	84	4990	12272	numrun=seed
100	7	85	4964	11531	numrun=seed
100	7	86	4961	10480	numrun=seed
100	7	87	4971	11042	numrun=seed
100	7	88	5015	10720	numrun=seed
100	7	89	4973	10851	numrun=seed
100	7	90	4982	9724	numrun=seed
100	7	91	4987	11507	numrun=seed
100	8	0	5690	11279	numrun=seed
100	8	1	5690	12157	numrun=seed
100	8	2	5682	10918	numrun=seed
100	8	3	5690	9291	numrun=seed
100	8	4	5682	12273	numrun=seed
100	8	5	5690	10797	numrun=seed
100	8	6	5690	10403	numrun=seed
100	8	7	5690	11787	numrun=seed
100	8	8	5690	11429	numrun=seed
100	8	9	5690	11360	numrun=seed
100	8	10	5690	10893	numrun=seed
100	8	11	5690	11314	numrun=seed
100	8	12	5690	11775	numrun=seed
100	8	13	5690	12205	numrun=seed
100	8	14	5690	11472	numrun=seed
100	8	15	5690	12412	numrun=seed
100	8	16	5690	12084	numrun=seed
100	8	17	5690	10478	numrun=seed
100	8	18	5690	14143	numrun=seed
100	8	19	5690	12164	numrun=seed
100	8	20	5690	12369	numrun=seed
100	8	21	5690	11193	numrun=seed
100	8	22	5690	11032	numrun=seed
100	8	23	5690	12831	numrun=seed
100	8	24	5690	11673	numrun=seed
100	8	25	5682	11398	numrun=seed
100	8	26	5690	11681	numrun=seed
100	8	27	5690	11886	numrun=seed
100	8	28	5690	9884	numrun=seed
100	8	29	5690	10221	numrun=seed
100	8	30	5690	12265	numrun=seed
100	8	31	5690	11104	numrun=seed
100	8	32	5690	11642	numrun=seed
100	8	33	5690	11975	numrun=seed
100	8	34	5690	10369	numrun=seed
100	8	35	5690	13737	numrun=seed
100	8	36	5690	9275	numrun=seed
100	8	37	5690	10631	numrun=seed
100	8	38	5690	11134	numrun=seed
100	8	39	5690	9999	numrun=seed
100	8	40	5690	12340	numrun=seed
100	8	41	5690	11925	numrun=seed
100	8	42	5690	11081	numrun=seed
100	8	43	5690	11037	numrun=seed
100	8	44	5690	13366	numrun=seed
100	8	45	5690	12306	numrun=seed
100	8	46	5690	12678	numrun=seed
100	8	47	5690	11049	numrun=seed
100	8	48	5690	13028	numrun=seed
100	8	49	5690	11326	numrun=seed
100	8	50	5690	11501	numrun=seed
100	8	51	5690	12213	numrun=seed
100	8	52	5690	11574	numrun=seed
100	8	53	5690	10061	numrun=seed
100	8	54	5690	12404	numrun=seed
100	8	55	5690	11222	numrun=seed
100	8	56	5690	11616	numrun=seed
100	8	57	5690	10294	numrun=seed
100	8	58	5690	11621	numrun=seed
100	8	59	5690	11546	numrun=seed
100	8	60	5690	11045	numrun=seed
100	8	61	5690	9737	numrun=seed
100	8	62	5690	11086	numrun=seed
100	8	63	5690	13190	numrun=seed
100	8	64	5690	12731	numrun=seed
100	8	65	5690	10896	numrun=seed
100	8	66	5690	12355	numrun=seed
100	8	67	5690	10854	numrun=seed
100	8	68	5690	11024	numrun=seed
100	8	69	5690	10786	numrun=seed
100	8	70	5690	10740	numrun=seed
100	8	71	5690	11107	numrun=seed
100	8	72	5690	10810	numrun=seed
100	8	73	5690	10128	numrun=seed
100	8	74	5690	9489	numrun=seed
100	8	75	5690	11895	numrun=seed
100	8	76	5690	10048	numrun=seed
100	8	77	5690	11400	numrun=seed
100	8	78	5690	11579	numrun=seed
100	8	79	5690	12100	numrun=seed
100	8	80	5690	10315	numrun=seed
100	8	81	5690	11858	numrun=seed
100	8	82	5690	12072	numrun=seed
100	8	83	5690	12001	numrun=seed
100	8	84	5690	11478	numrun=seed
100	8	85	5523	11733	numrun=seed
100	8	86	5690	12093	numrun=seed
100	9	0	5634	9769	numrun=seed
100	9	1	5670	10484	numrun=seed
100	9	2	5670	11287	numrun=seed
100	9	3	5670	11200	numrun=seed
100	9	4	5670	10378	numrun=seed
100	9	5	5634	12230	numrun=seed
100	9	6	5670	10301	numrun=seed
100	9	7	5670	9941	numrun=seed
100	9	8	5670	10634	numrun=seed
100	9	9	5634	9661	numrun=seed
100	9	10	5670	9155	numrun=seed
100	9	11	5670	10728	numrun=seed
100	9	12	5634	11851	numrun=seed
100	9	13	5634	12014	numrun=seed
100	9	14	5634	10706	numrun=seed
100	9	15	5670	10047	numrun=seed
100	9	16	5634	10606	numrun=seed
100	9	17	5634	11644	numrun=seed
100	9	18	5670	11774	numrun=seed
100	9	19	5670	9172	numrun=seed
100	9	20	5670	10994	numrun=seed
100	9	21	5670	11210	numrun=seed
100	9	22	5634	10474	numrun=seed
100	9	23	5634	10280	numrun=seed
100	9	24	5670	10139	numrun=seed
100	9	25	5670	10857	numrun=seed
100	9	26	5634	9221	numrun=seed
100	9	27	5634	12887	numrun=seed
100	9	28	5670	9755	numrun=seed
100	9	29	5670	11238	numrun=seed
100	9	30	5670	9901	numrun=seed
100	9	31	5670	10446	numrun=seed
100	9	32	5670	11194	numrun=seed
100	9	33	5670	10450	numrun=seed
100	9	34	5634	10914	numrun=seed
100	9	35	5670	13325	numrun=seed
100	9	36	5634	10821	numrun=seed
100	9	37	5634	10042	numrun=seed
100	9	38	5634	11333	numrun=seed
100	9	39	5670	11259	numrun=seed
100	9	40	5670	10352	numrun=seed
100	9	41	5670	12716	numrun=seed
100	9	42	5670	10543	numrun=seed
100	9	43	5670	11205	numrun=seed
100	9	44	5634	11040	numrun=seed
100	9	45	5634	8553	numrun=seed
100	9	46	5670	9450	numrun=seed
100	9	47	5634	9619	numrun=seed
100	9	48	5670	10653	numrun=seed
100	9	49	5634	10720	numrun=seed
100	9	50	5634	10600	numrun=seed
100	9	51	5634	9956	numrun=seed
100	9	52	5670	11069	numrun=seed
100	9	53	5634	11951	numrun=seed
100	9	54	5670	12286	numrun=seed
100	9	55	5670	11942	numrun=seed
100	9	56	5634	10456	numrun=seed
100	9	57	5670	11482	numrun=seed
100	9	58	5634	11453	numrun=seed
100	9	59	5670	10833	numrun=seed
100	9	60	5670	12283	numrun=seed
100	9	61	5670	10556	numrun=seed
100	9	62	5634	9883	numrun=seed
100	9	63	5634	12886	numrun=seed
100	9	64	5670	11156	numrun=seed
100	9	65	5670	12404	numrun=seed
100	9	66	5670	13087	numrun=seed
100	9	67	5670	10183	numrun=seed
100	9	68	5670	10779	numrun=seed
100	9	69	5634	9609	numrun=seed
100	9	70	5634	11909	numrun=seed
100	9	71	5634	11951	numrun=seed
100	9	72	5634	10711	numrun=seed
100	9	73	5634	12697	numrun=seed
100	9	74	5634	9776	numrun=seed
100	9	75	5670	11278	numrun=seed
100	9	76	5634	9831	numrun=seed
100	9	77	5634	11919	numrun=seed
100	9	78	5670	9080	numrun=seed
100	9	79	5670	11110	numrun=seed
100	9	80	5634	10169	numrun=seed
100	9	81	5670	12489	numrun=seed
100	9	82	5670	11572	numrun=seed
100	9	83	5670	11307	numrun=seed
100	9	84	5670	10687	numrun=seed
100	9	85	5634	9999	numrun=seed
100	9	86	5670	10911	numrun=seed
100	9	87	5670	11747	numrun=seed
100	9	88	5670	10449	numrun=seed
100	9	89	5634	10468	numrun=seed
100	9	90	5670	11958	numrun=seed
250	0	0	22756	62697	numrun=seed
250	0	1	22872	74288	numrun=seed
250	0	2	22841	74573	numrun=seed
250	0	3	22841	70558	numrun=seed
250	0	4	22815	70750	numrun=seed
250	0	5	22841	69644	numrun=seed
250	0	6	22841	62282	numrun=seed
250	0	7	22823	70460	numrun=seed
250	0	8	22905	71934	numrun=seed
250	0	9	22841	70283	numrun=seed
250	0	10	22809	78612	numrun=seed
250	0	11	22841	65076	numrun=seed
250	0	12	22843	67263	numrun=seed
250	0	13	22905	72545	numrun=seed
250	1	0	22555	74854	numrun=seed
250	1	1	22671	72590	numrun=seed
250	1	2	22465	68901	numrun=seed
250	1	3	22533	74148	numrun=seed
250	1	4	22536	68532	numrun=seed
250	1	5	22536	64724	numrun=seed
250	1	6	22423	70213	numrun=seed
250	1	7	22671	69360	numrun=seed
250	1	8	22481	64898	numrun=seed
250	1	9	22444	63120	numrun=seed
250	1	10	22590	68505	numrun=seed
250	1	11	22494	76907	numrun=seed
250	1	12	22500	66073	numrun=seed
250	1	13	22530	74586	numrun=seed
